Unnamed: 0,node,eign,closeness,betwness,centrality,community,density
2294,2145,4.7520664746531006e-05,0.15612996635864243,0.0,1,0,0.0084387680021857
5494,2310,1.4866388642919292e-05,0.13592549752350447,0.0,1,0,0.0084387680021857
8601,2960,4.504071071203924e-05,0.15730221383216064,0.0,1,0,0.0084387680021857
8801,2515,0.0008782241906884862,0.18344290674752084,0.0,1,0,0.0084387680021857
10015,6826,0.0001640821512440631,0.15428508908507899,0.0,1,0,0.0084387680021857
10672,5227,0.0022823247486271183,0.18977815046015922,0.0,1,0,0.0084387680021857
11200,2459,9.956068532633515e-06,0.1430310217839086,0.0,1,0,0.0084387680021857
11545,17663,0.00038034961750583215,0.17478523688300296,0.0,1,0,0.0084387680021857
11623,7058,3.5523619453606694e-05,0.1566556430042471,0.0,1,0,0.0084387680021857
11635,2751,2.348511787519597e-05,0.1533763376086611,0.0,1,0,0.0084387680021857
12631,3475,0.0008469609244713478,0.16612445741316345,0.0,1,0,0.0084387680021857
13104,3439,2.3008086638610668e-05,0.1481194198682988,0.0,1,0,0.0084387680021857
13280,3593,0.0015993634827445322,0.19054548478297023,0.0,1,0,0.0084387680021857
13473,9823,1.3342209276373332e-05,0.14776840051910783,0.0,1,0,0.0084387680021857
13595,3805,0.0008296025124319961,0.17576559473815415,0.0,1,0,0.0084387680021857
14286,13381,6.409715262844993e-08,0.11929226344250454,0.0,1,0,0.0084387680021857
14508,17043,1.6276270520927437e-07,0.11417396395161994,0.0,1,0,0.0084387680021857
14773,4859,9.956068532633515e-06,0.1430310217839086,0.0,1,0,0.0084387680021857
14913,5021,2.9518953487318957e-05,0.1469663930220626,0.0,1,0,0.0084387680021857
16289,6995,0.00021180532145603006,0.16370341926899618,0.0,1,0,0.0084387680021857
16351,9847,5.593119145817479e-06,0.14577319751584406,0.0,1,0,0.0084387680021857
16414,8497,4.187861199567846e-06,0.1436249392814052,0.0,1,0,0.0084387680021857
16468,7368,4.60187872608302e-05,0.1576485157029342,0.0,1,0,0.0084387680021857
16594,13461,3.356824382639798e-05,0.14799744887661767,0.0,1,0,0.0084387680021857
16678,7895,0.001389899690558533,0.1785891728122047,0.0,1,0,0.0084387680021857
16747,12417,0.0001736782519600142,0.16709963812701104,0.0,1,0,0.0084387680021857
16816,8272,8.739104035863606e-05,0.16416814428742857,0.0,1,0,0.0084387680021857
16983,15040,6.584834433316808e-05,0.15911813210658796,0.0,1,0,0.0084387680021857
17035,13628,0.00045737649031073896,0.17522127277245703,0.0,1,0,0.0084387680021857
17156,9620,0.0016995800756994658,0.1877336173437516,0.0,1,0,0.0084387680021857
17365,9240,5.224705587990866e-05,0.15921901734455474,0.0,1,0,0.0084387680021857
17940,11213,2.750857372786941e-05,0.13964684552919848,0.0,1,0,0.0084387680021857
17994,11567,0.00019281734876661267,0.1567668337067506,0.0,1,0,0.0084387680021857
17995,11570,2.750857372786941e-05,0.13964684552919848,0.0,1,0,0.0084387680021857
18005,11681,4.5484061873969985e-05,0.15523753069692608,0.0,1,0,0.0084387680021857
18190,13204,3.802092443900593e-05,0.15302170283806343,0.0,1,0,0.0084387680021857
241,17970,0.005369796997583374,0.18274071194314023,0.0,2,0,0.0084387680021857
2159,261,2.4427955366101905e-05,0.15607679536843896,6676.928713803263,2,0,0.0084387680021857
2867,589,7.339466789623827e-08,0.11939559723850462,0.0,2,0,0.0084387680021857
2868,2695,7.339466789641723e-08,0.11939559723850462,0.0,2,0,0.0084387680021857
2869,4792,4.24705256537099e-05,0.15684060128504573,54986.99999999999,2,0,0.0084387680021857
4163,5913,0.000327109971406181,0.17425524229577385,0.0,2,0,0.0084387680021857
4164,7303,0.0003271099714061812,0.17425524229577385,0.0,2,0,0.0084387680021857
4204,564,0.0007593032398045661,0.17063975947352253,16056.58952215115,2,0,0.0084387680021857
4251,571,4.3021366994855756e-05,0.1601551579535924,0.0,2,0,0.0084387680021857
5495,2861,0.00036516319277088405,0.15730491341879901,0.0,2,0,0.0084387680021857
5874,4662,1.3478827707732297e-05,0.15092040702077913,0.0,2,0,0.0084387680021857
5876,9023,1.5303676077321482e-05,0.154661267189741,0.0,2,0,0.0084387680021857
7500,3051,3.703394104302636e-05,0.15666099797465324,0.0,2,0,0.0084387680021857
7502,8304,1.5744187420481916e-06,0.1354484531893042,0.0,2,0,0.0084387680021857
7982,3297,0.001541573779247272,0.1748552570082315,0.0,2,0,0.0084387680021857
9130,13676,0.001440033015703882,0.1895387669434134,7055.445644913509,2,0,0.0084387680021857
10018,16995,0.00017528662049091508,0.1562763735561144,491.41693725067574,2,0,0.0084387680021857
10156,11166,0.0008913147552778179,0.18364873122889974,3830.8202888755077,2,0,0.0084387680021857
10351,2105,0.00032669908677195676,0.17377785782673402,1870.4532016871992,2,0,0.0084387680021857
10525,2190,0.0001545702725505752,0.16713924927745005,0.0,2,0,0.0084387680021857
10526,2630,0.00015457027255057332,0.16713924927745005,0.0,2,0,0.0084387680021857
10916,10154,0.00047447094403944005,0.17017405430494315,0.0,2,0,0.0084387680021857
11099,7379,0.0004570690941147897,0.17769936895980148,0.0,2,0,0.0084387680021857
11359,4956,0.00047262570097952975,0.1740236562814452,0.0,2,0,0.0084387680021857
11367,9875,0.00028762920920456043,0.1703258415482816,0.0,2,0,0.0084387680021857
11368,15148,0.00028156087211236007,0.17274457699628729,5489.3008957038055,2,0,0.0084387680021857
11383,16633,0.0018443873853069013,0.18401003764115434,5068.861959546209,2,0,0.0084387680021857
12690,14012,0.0002645823227833378,0.16517993908922168,1065.8583860993474,2,0,0.0084387680021857
12950,3340,0.00010881278951592468,0.1641813768953133,0.0,2,0,0.0084387680021857
12978,5616,0.00036823532736024965,0.16787392056849296,0.0,2,0,0.0084387680021857
12979,7421,0.0003461637750941919,0.16825603700678274,0.0,2,0,0.0084387680021857
13213,3538,0.0010682988798270338,0.18449709144340895,675.7477915236915,2,0,0.0084387680021857
13239,11404,0.0001383932238986047,0.15775976317102977,0.0,2,0,0.0084387680021857
13472,7574,1.7825009836795627e-05,0.14776959164261877,0.0,2,0,0.0084387680021857
13552,9733,0.0003619066314375673,0.17881563417512852,3410.577868040945,2,0,0.0084387680021857
13593,9541,0.0015957449357401681,0.17474191918710502,0.0,2,0,0.0084387680021857
13751,10818,6.189061248537706e-05,0.16249900277450294,0.0,2,0,0.0084387680021857
14028,4149,0.000504156448036564,0.16716820776568,0.0,2,0,0.0084387680021857
14029,12786,0.0005041564480365661,0.16716820776568,0.0,2,0,0.0084387680021857
14273,18061,3.611911731041253e-05,0.15223764086466196,0.0,2,0,0.0084387680021857
14459,15810,0.0006488051129371215,0.17952132868502488,2997.193348759729,2,0,0.0084387680021857
14507,4646,4.004298702853073e-06,0.1288889201369603,18331.0,2,0,0.0084387680021857
14535,11030,4.738162106506346e-05,0.13968940975661795,0.0,2,0,0.0084387680021857
14836,4931,0.0001001985229196925,0.16596503616792055,299.0204881701629,2,0,0.0084387680021857
14976,5081,0.0005766587699587864,0.1617377188029362,0.0,2,0,0.0084387680021857
14977,10704,0.0005766587699587864,0.1617377188029362,0.0,2,0,0.0084387680021857
15053,7259,0.000103030034716796,0.16771112554548198,18331.0,2,0,0.0084387680021857
15072,8840,6.749714515677018e-05,0.1533019459613149,0.0,2,0,0.0084387680021857
15638,16562,6.962458191230359e-05,0.15691443831958093,0.0,2,0,0.0084387680021857
15695,6038,0.0005009287871031994,0.17427512120924044,0.0,2,0,0.0084387680021857
16010,6502,4.178421210131234e-06,0.14091241016180484,0.0,2,0,0.0084387680021857
16029,7516,0.0004997809540374384,0.168458583742258,0.0,2,0,0.0084387680021857
16144,16594,0.0001763200955589793,0.16970459994630774,3603.844389721098,2,0,0.0084387680021857
16285,6979,3.0843344301102727e-06,0.13526855220147133,0.0,2,0,0.0084387680021857
16448,15511,1.3701883702763011e-05,0.14254832739770765,0.0,2,0,0.0084387680021857
16453,7337,0.0034673450412898276,0.17959695512035503,6427.391999271636,2,0,0.0084387680021857
16553,7555,0.0005606617540086833,0.17243260530127735,0.0,2,0,0.0084387680021857
16715,11841,0.0013102473400690218,0.17999901811576416,0.0,2,0,0.0084387680021857
16716,7969,5.209160442504159e-05,0.16183909669559382,292.69637508588784,2,0,0.0084387680021857
17237,13349,9.059112259125031e-06,0.14924328152857946,0.0,2,0,0.0084387680021857
17398,10231,0.00382564302597703,0.18383473726434016,0.0,2,0,0.0084387680021857
17437,15849,7.461002132874149e-05,0.15564611988453048,0.0,2,0,0.0084387680021857
17483,12342,0.0034982021016112166,0.1923488552661952,2278.838408664603,2,0,0.0084387680021857
17527,9652,4.747193039970339e-05,0.15600905485677327,398.91133679606247,2,0,0.0084387680021857
17528,12102,0.00017075941635629992,0.16306561941274317,2400.722510202142,2,0,0.0084387680021857
17597,9851,0.0004184580335436804,0.16682288491113761,0.0,2,0,0.0084387680021857
17598,17661,0.0004184580335436804,0.16682288491113761,0.0,2,0,0.0084387680021857
18044,12379,1.1488311123333391e-05,0.14599493493461607,77.85467846068505,2,0,0.0084387680021857
18171,15999,0.0008499859565469265,0.1869982556894107,0.0,2,0,0.0084387680021857
228,13402,0.005313605588464154,0.18293948586939165,0.0,3,0,0.0084387680021857
1530,5404,5.473145993639923e-05,0.15665832044368863,0.5,3,0,0.0084387680021857
2050,241,0.00308461179006063,0.19976680070177733,13552.148759619882,3,0,0.0084387680021857
2052,4165,0.0030305456213409188,0.19467748444236774,2716.4789576478374,3,0,0.0084387680021857
2803,9933,0.003730551846553772,0.16803395143771138,0.0,3,0,0.0084387680021857
2866,363,1.7322657452499622e-06,0.13558168774498927,36660.0,3,0,0.0084387680021857
4334,585,0.0011658733274741639,0.19283850879407557,5080.575083938897,3,0,0.0084387680021857
5493,797,0.00036574386423102986,0.1573062632468658,18331.0,3,0,0.0084387680021857
5619,3141,0.00011186559148568838,0.1606097774662695,0.0,3,0,0.0084387680021857
5875,4895,0.0006308945119999595,0.17849701076902105,12363.477810214576,3,0,0.0084387680021857
5880,17419,4.3569240823373405e-05,0.16015655714073543,1627.17692580314,3,0,0.0084387680021857
6934,13505,0.0004132390147167495,0.17523969754614716,0.0,3,0,0.0084387680021857
7192,5558,0.00020667656087656276,0.16469615840730226,596.3688002638858,3,0,0.0084387680021857
7195,3887,0.00013690448266136322,0.16676673398468062,815.2087788360479,3,0,0.0084387680021857
7294,7078,0.0001570129504310848,0.16186195996715436,28.2345600083399,3,0,0.0084387680021857
7501,4424,1.5769223350905583e-06,0.13544945397585376,18331.0,3,0,0.0084387680021857
7574,11795,9.936285803318289e-05,0.16541543348011262,29.21032176179857,3,0,0.0084387680021857
7891,1312,5.0935677330310084e-05,0.1582828230499577,2863.620572315717,3,0,0.0084387680021857
7892,6639,1.972658037188704e-05,0.15057207862076896,496.7394856270066,3,0,0.0084387680021857
7914,14548,0.00015918203082805081,0.16692162004662003,2144.3093554286397,3,0,0.0084387680021857
7976,6749,4.889738138314499e-06,0.14166924265842348,95.6242414952243,3,0,0.0084387680021857
7979,15926,1.4195967649212184e-05,0.144477282578713,0.0,3,0,0.0084387680021857
8438,17418,0.002191763310638714,0.1851904232750783,2606.3076429018834,3,0,0.0084387680021857
8805,9101,0.002020435018426242,0.1876221765073127,0.0,3,0,0.0084387680021857
8893,3032,0.00023736297499540336,0.17443763559547826,2670.210119878904,3,0,0.0084387680021857
9030,2965,2.0171313025419235e-05,0.15098877385452958,0.0,3,0,0.0084387680021857
9435,12412,0.0026623654409704497,0.19967323820934538,34891.66287015826,3,0,0.0084387680021857
9536,3958,0.0003188327407666142,0.16577143580561735,0.07692307692307693,3,0,0.0084387680021857
9858,7412,0.0034372414365251374,0.19216134341030827,0.0,3,0,0.0084387680021857
9979,3715,3.502482613441324e-05,0.14803449723828288,0.0,3,0,0.0084387680021857
10017,11596,0.0002264098645709843,0.16310334089594733,2112.827468996455,3,0,0.0084387680021857
10319,4950,0.0009350680150187488,0.18365241086366324,53.76486203605206,3,0,0.0084387680021857
10326,16162,0.000678129592952988,0.1829942701990457,187.2566691389223,3,0,0.0084387680021857
10413,16611,0.00011803439225715941,0.15371972898638223,1262.2268417291145,3,0,0.0084387680021857
10485,4621,7.477429644566637e-05,0.15966833024134897,4617.129894385916,3,0,0.0084387680021857
10703,2267,0.00038974915352395575,0.16787699521057886,0.0,3,0,0.0084387680021857
10919,17004,0.0006331562647417623,0.18149237181581473,1511.0799302253188,3,0,0.0084387680021857
11097,4945,0.0038673104382262414,0.19613129627252107,12322.905451429104,3,0,0.0084387680021857
11103,15154,0.0005120121269073232,0.180616175847562,4207.064293146852,3,0,0.0084387680021857
11364,6670,0.00031437911136743236,0.1703274240903854,0.0,3,0,0.0084387680021857
11624,13034,7.083334512934828e-05,0.15665832044368863,0.0,3,0,0.0084387680021857
12002,7328,8.858995014267647e-05,0.15935465363920062,12466.176372977137,3,0,0.0084387680021857
12033,12030,0.003359954305326682,0.19644445396971677,23050.788531627066,3,0,0.0084387680021857
12582,8081,0.001510420806133459,0.18246061052442994,303.30281047418674,3,0,0.0084387680021857
12851,16987,0.00038774285593345546,0.16838121831141156,0.0,3,0,0.0084387680021857
12903,3314,0.0009940815613117837,0.18422083990714594,0.1111111111111111,3,0,0.0084387680021857
12980,15968,0.0019348021612209131,0.17479356967142776,690.6919378336584,3,0,0.0084387680021857
12992,3364,0.0008803985667992767,0.16544230456834466,46.913761696988466,3,0,0.0084387680021857
13170,12550,0.00020609907034701853,0.16416814428742857,0.0,3,0,0.0084387680021857
13348,16570,0.00022368928991977675,0.1653393461104848,368.9744060704073,3,0,0.0084387680021857
13385,10211,0.004929896607279614,0.1919078775189741,0.0,3,0,0.0084387680021857
13470,6293,1.4548241307876344e-05,0.14777078278533254,0.0,3,0,0.0084387680021857
13471,6957,1.8422753497721592e-05,0.14777078278533254,0.5,3,0,0.0084387680021857
13474,13613,1.4548241307875864e-05,0.14777078278533254,0.0,3,0,0.0084387680021857
13475,13698,1.4705728581480299e-05,0.14777078278533254,0.5,3,0,0.0084387680021857
13476,3719,4.2477726545170564e-05,0.1544111453648018,425.9542137267608,3,0,0.0084387680021857
13478,14724,4.24777265451717e-05,0.1544111453648018,425.9542137267608,3,0,0.0084387680021857
13985,5346,4.705522918694834e-05,0.15861150045856479,425.9542137267608,3,0,0.0084387680021857
13993,7608,0.0026332118146100585,0.18038868388683887,13.324948162889566,3,0,0.0084387680021857
14177,4606,0.0008002493465146723,0.169794194468629,0.9999999999999999,3,0,0.0084387680021857
14199,7507,9.819485018046389e-05,0.1479532541322314,0.0,3,0,0.0084387680021857
14268,13732,0.0009971481154539016,0.18356781655234566,16327.188826593805,3,0,0.0084387680021857
14382,4675,0.0005828428678309772,0.1623680294763693,9165.0,3,0,0.0084387680021857
14384,7719,0.000582842867830978,0.1623680294763693,9165.0,3,0,0.0084387680021857
14457,4584,0.0002877460845950738,0.16778941202313832,545.896555257908,3,0,0.0084387680021857
14490,4627,0.0022895071786578364,0.179366756682713,0.0,3,0,0.0084387680021857
14643,12661,0.00011982497971266075,0.16439781185543897,0.0,3,0,0.0084387680021857
14838,17959,0.0008450853367967976,0.18295044011097583,8282.560340198463,3,0,0.0084387680021857
14922,5034,0.0007240422003215673,0.17632009233432722,0.0,3,0,0.0084387680021857
15411,9239,0.000401871240196432,0.17120070228522866,560.1641133568021,3,0,0.0084387680021857
15412,16558,0.00038125590369698437,0.16551699230741448,12.416266153133817,3,0,0.0084387680021857
15542,5810,0.0009462664569522069,0.16537961893764433,203.47896498011477,3,0,0.0084387680021857
15581,5861,0.000963857281340545,0.17579087674884689,0.0,3,0,0.0084387680021857
15637,5953,8.185089039703011e-05,0.1583128950913676,194.27329774344437,3,0,0.0084387680021857
16192,10755,0.0007127445658525533,0.17532181863392055,751.6611406271271,3,0,0.0084387680021857
16378,13794,9.42268019377724e-05,0.15881073869690643,0.1111111111111111,3,0,0.0084387680021857
16455,15593,0.00019261346743638344,0.16798775738359892,1271.053600537842,3,0,0.0084387680021857
16680,14884,0.00111992958344559,0.18964268719094615,0.0,3,0,0.0084387680021857
16773,14415,0.00020456973491584445,0.1755114936476175,3875.305321172444,3,0,0.0084387680021857
16991,11667,0.0006767677272787181,0.16231196267143602,36661.0,3,0,0.0084387680021857
17022,8826,0.0015047159222854106,0.1895760082730093,4038.8806012710766,3,0,0.0084387680021857
17119,15705,0.00027524227035889627,0.15985629327333925,1115.4658926604636,3,0,0.0084387680021857
17366,14344,0.0012853854807099159,0.18936842757680308,24085.797596177694,3,0,0.0084387680021857
17386,14269,0.0006610252120381998,0.16969988706422529,77.0392545752388,3,0,0.0084387680021857
17436,9420,0.0005393824242075254,0.16848025880449968,1912.1617433880854,3,0,0.0084387680021857
17535,15462,0.0021267059713717244,0.19354702478989821,3711.3226475262313,3,0,0.0084387680021857
17741,10348,0.000921848647035898,0.18194811124124105,11427.704709982194,3,0,0.0084387680021857
17742,14689,5.2186412660324136e-05,0.16077458056707858,1084.269520683091,3,0,0.0084387680021857
17934,11897,8.976912827558923e-05,0.1598995176498295,5514.959222732397,3,0,0.0084387680021857
18047,12697,0.0019594443169807657,0.19081919433746228,9065.489633822719,3,0,0.0084387680021857
18281,15128,0.0010263119705072878,0.18364689146681093,3560.4301740019223,3,0,0.0084387680021857
