,source,target
0,0,18427
1,18427,295
2,18427,396
3,18427,1099
4,18427,1365
5,18427,1898
6,18427,17807
7,18427,2257
8,18427,2632
9,18427,3179
10,18427,3181
11,18427,3897
12,18427,4783
13,18427,4809
14,18427,4831
15,18427,5371
16,18427,5742
17,18427,5934
18,18427,6708
19,18427,22322
20,18427,8289
21,18427,8358
22,18427,8425
23,18427,8762
24,18427,8945
25,18427,10101
26,18427,19189
27,18427,11475
28,18427,11763
29,18427,12040
30,18427,6821
31,18427,12726
32,18427,13166
33,18427,14266
34,18427,14764
35,18427,15356
36,18427,15921
37,18427,16687
38,18427,16733
39,18427,16979
40,18427,17959
41,18427,17963
42,18427,18038
43,18427,18165
44,18427,18229
45,18427,19382
46,18427,20845
47,18427,21808
48,18427,21437
49,18427,19550
50,18427,20150
51,1,21708
52,1,22208
53,1,22171
54,1,6829
55,1,16590
56,1,20135
57,1,8894
58,1,15785
59,1,10281
60,1,22265
61,1,7136
62,1,22405
63,1,10379
64,1,13737
65,1,8533
66,1,14344
67,1,2812
68,1,5755
69,1,16260
70,1,15026
71,1,17370
72,1,17460
73,1,8049
74,1,5307
75,1,4987
76,1,18304
77,1,12305
78,1,19743
79,1,20024
80,1,21729
81,1,10554
82,1,11557
83,1,5228
84,1,9934
85,21708,123
86,21708,130
87,21708,343
88,21708,356
89,21708,375
90,21708,426
91,21708,9968
92,21708,622
93,21708,701
94,21708,739
95,21708,5241
96,21708,5354
97,21708,1041
98,21708,1387
99,21708,1557
100,21708,1823
101,21708,11671
102,21708,9260
103,21708,1946
104,21708,2387
105,21708,2596
106,21708,2676
107,21708,2812
108,21708,3097
109,21708,3448
110,21708,3520
111,21708,3707
112,21708,20135
113,21708,5228
114,21708,3735
115,21708,3764
116,21708,3797
117,21708,3809
118,21708,3845
119,21708,4147
120,21708,4786
121,21708,4804
122,21708,5307
123,21708,5318
124,21708,5348
125,21708,5655
126,21708,5755
127,21708,8049
128,21708,6133
129,21708,6470
130,21708,6490
131,21708,22405
132,21708,6829
133,21708,6843
134,21708,7009
135,21708,7066
136,21708,7136
137,21708,7208
138,21708,7210
139,21708,7289
140,21708,18957
141,21708,7828
142,21708,7871
143,21708,7893
144,21708,7961
145,21708,8381
146,21708,8387
147,21708,8454
148,21708,8502
149,21708,8533
150,21708,16951
151,21708,8770
152,21708,8883
153,21708,8894
154,21708,9053
155,21708,16433
156,21708,9248
157,21708,20246
158,21708,9367
159,21708,14098
160,21708,9934
161,21708,10066
162,21708,10205
163,21708,17646
164,21708,10593
165,21708,10614
166,21708,10617
167,21708,10685
168,21708,20042
169,21708,10912
170,21708,10926
171,21708,10967
172,21708,11043
173,21708,11062
174,21708,7550
175,21708,11145
176,21708,11229
177,21708,766
178,21708,11411
179,21708,11553
180,21708,3880
181,21708,11870
182,21708,12150
183,21708,12249
184,21708,12485
185,21708,12500
186,21708,12527
187,21708,12548
188,21708,8519
189,21708,12643
190,21708,13460
191,21708,13737
192,21708,13821
193,21708,13899
194,21708,13940
195,21708,14031
196,21708,14181
197,21708,14245
198,21708,14280
199,21708,14344
200,21708,14371
201,21708,14382
202,21708,14562
203,21708,14640
204,21708,14643
205,21708,14677
206,21708,14895
207,21708,14898
208,21708,14928
209,21708,14929
210,21708,15018
211,21708,10426
212,21708,15364
213,21708,15448
214,21708,15468
215,21708,15481
216,21708,11657
217,21708,15745
218,21708,15785
219,21708,16059
220,21708,8243
221,21708,16520
222,21708,16567
223,21708,16590
224,21708,10241
225,21708,16770
226,21708,16800
227,21708,16818
228,21708,16862
229,21708,17145
230,21708,17215
231,21708,17296
232,21708,17370
233,21708,17402
234,21708,17460
235,21708,10379
236,21708,9480
237,21708,17792
238,21708,17977
239,21708,17983
240,21708,18015
241,21708,18016
242,21708,18288
243,21708,14192
244,21708,18553
245,21708,15570
246,21708,18721
247,21708,18744
248,21708,6874
249,21708,18971
250,21708,19093
251,21708,19135
252,21708,19275
253,21708,19476
254,21708,19483
255,21708,19522
256,21708,19610
257,21708,19743
258,21708,19890
259,21708,19961
260,21708,20035
261,21708,10792
262,21708,20079
263,21708,20347
264,21708,20773
265,21708,22171
266,21708,20992
267,21708,21088
268,21708,21277
269,21708,21663
270,21708,21703
271,21708,22296
272,21708,21729
273,21708,21940
274,21708,21810
275,21708,22007
276,21708,22208
277,21708,22037
278,21708,22226
279,22208,88
280,22208,364
281,22208,9968
282,22208,767
283,22208,840
284,22208,5354
285,22208,899
286,22208,167
287,22208,1041
288,22208,1047
289,22208,1351
290,22208,1372
291,22208,1557
292,22208,1617
293,22208,1733
294,22208,1823
295,22208,9260
296,22208,1946
297,22208,2014
298,22208,2078
299,22208,2096
300,22208,2387
301,22208,2604
302,22208,2676
303,22208,2812
304,22208,3040
305,22208,3491
306,22208,3499
307,22208,3520
308,22208,3650
309,22208,3672
310,22208,5228
311,22208,3735
312,22208,3764
313,22208,3778
314,22208,3809
315,22208,3940
316,22208,4022
317,22208,4499
318,22208,4864
319,22208,5345
320,22208,5348
321,22208,5458
322,22208,5755
323,22208,12280
324,22208,12949
325,22208,8049
326,22208,6133
327,22208,6490
328,22208,6552
329,22208,6805
330,22208,6829
331,22208,6843
332,22208,6993
333,22208,7066
334,22208,7208
335,22208,7289
336,22208,7298
337,22208,7364
338,22208,7467
339,22208,18957
340,22208,7735
341,22208,7765
342,22208,7807
343,22208,7911
344,22208,16260
345,22208,8381
346,22208,8533
347,22208,8619
348,22208,16951
349,22208,14049
350,22208,8770
351,22208,8894
352,22208,9053
353,22208,9176
354,22208,9220
355,22208,20246
356,22208,8988
357,22208,9319
358,22208,9367
359,22208,9594
360,22208,14098
361,22208,9934
362,22208,10205
363,22208,10281
364,22208,10614
365,22208,10617
366,22208,10685
367,22208,5510
368,22208,10772
369,22208,20042
370,22208,10887
371,22208,10912
372,22208,11043
373,22208,7550
